GeneName	GOTerm	TermLevel
Rps15a	primary metabolic process	3
Rps15a	protein metabolic process	2
Rps15a	regulation of biological process	3
Rps15a	regulation of cell cycle	1
Rps15a	regulation of cell proliferation	1
Rps15a	regulation of cellular process	2
Rps15a	response to biotic stimulus	2
Rps15a	response to other organism	1
Rps15a	response to stimulus	3
Rps15a	response to virus	0
Rps15a	translation	0
Specc1	biological_process	0
Abat	adult behavior	1
Abat	behavior	2
Abat	behavioral response to cocaine	0
Abat	biological regulation	4
Abat	biological_process	8
Abat	blood circulation	2
Abat	carboxylic acid metabolic process	2
Abat	catabolic process	2
Abat	cell communication	5
Abat	cell-cell signaling	4
Abat	cellular amino acid metabolic process	1
Abat	cellular catabolic process	1
Abat	cellular ketone metabolic process	4
Abat	cellular metabolic process	5
Abat	cellular process	6
Abat	circulatory system process	3
Abat	copulation	0
Abat	gamma-aminobutyric acid metabolic process	0
Abat	locomotory behavior	0
Abat	mating	1
Abat	metabolic process	6
Abat	multi-organism process	2
Abat	multicellular organismal process	7
Abat	multicellular organismal signaling	5
Abat	negative regulation of blood pressure	0
Abat	neurological system process	5
Abat	neurotransmitter catabolic process	0
Abat	neurotransmitter metabolic process	1
Abat	organic acid metabolic process	4
Abat	oxoacid metabolic process	3
Abat	primary metabolic process	2
Abat	regulation of biological quality	3
Abat	regulation of blood pressure	1
Abat	regulation of neurotransmitter levels	2
Abat	reproduction	3
Abat	reproductive process	2
Abat	response to alcohol	1
Abat	response to alkaloid	2
Abat	response to chemical stimulus	5
Abat	response to cocaine	1
Abat	response to decreased oxygen levels	1
Abat	response to drug	0
Abat	response to ethanol	0
Abat	response to hypoxia	0
Abat	response to inorganic substance	2
Abat	response to iron ion	0
Abat	response to metal ion	1
Abat	response to nicotine	0
Abat	response to organic cyclic compound	3
Abat	response to organic substance	4
Abat	response to oxygen levels	2
Abat	response to stimulus	6
Abat	response to stress	1
Abat	response to tropane	2
Abat	signaling	6
Abat	small molecule metabolic process	5
Abat	synaptic transmission	3
Abat	system process	6
Abat	transmission of nerve impulse	4
Irf2bp2	biological regulation	9
Irf2bp2	biological_process	10
Irf2bp2	negative regulation of RNA metabolic process	2
Irf2bp2	negative regulation of biological process	6
Irf2bp2	negative regulation of biosynthetic process	4
Irf2bp2	negative regulation of cellular biosynthetic process	3
Irf2bp2	negative regulation of cellular macromolecule biosynthetic process	2
Irf2bp2	negative regulation of cellular metabolic process	4
Irf2bp2	negative regulation of cellular process	5
Irf2bp2	negative regulation of gene expression	2
Irf2bp2	negative regulation of macromolecule biosynthetic process	3
Irf2bp2	negative regulation of macromolecule metabolic process	4
Irf2bp2	negative regulation of metabolic process	5
Irf2bp2	negative regulation of nitrogen compound metabolic process	4
Irf2bp2	negative regulation of nucleobase-containing compound metabolic process	3
Irf2bp2	negative regulation of transcription from RNA polymerase II promoter	0
Irf2bp2	negative regulation of transcription, DNA-dependent	1
Irf2bp2	regulation of RNA biosynthetic process	3
Irf2bp2	regulation of RNA metabolic process	4
Irf2bp2	regulation of biological process	8
Irf2bp2	regulation of biosynthetic process	5
Irf2bp2	regulation of cellular biosynthetic process	4
Irf2bp2	regulation of cellular macromolecule biosynthetic process	3
Irf2bp2	regulation of cellular metabolic process	6
Irf2bp2	regulation of cellular process	7
Irf2bp2	regulation of gene expression	3
Irf2bp2	regulation of macromolecule biosynthetic process	4
Irf2bp2	regulation of macromolecule metabolic process	5
Irf2bp2	regulation of metabolic process	7
Irf2bp2	regulation of nitrogen compound metabolic process	6
Irf2bp2	regulation of nucleobase-containing compound metabolic process	5
Irf2bp2	regulation of primary metabolic process	6
Irf2bp2	regulation of transcription from RNA polymerase II promoter	1
Irf2bp2	regulation of transcription, DNA-dependent	2
Heatr5a	biological_process	0
Hcfc1r1	biological_process	0
Crb3	anatomical structure development	6
Crb3	anatomical structure morphogenesis	5
Crb3	biological_process	8
Crb3	cell differentiation	3
Crb3	cell junction organization	1
Crb3	cell-cell junction organization	0
Crb3	cellular component organization	4
Crb3	cellular component organization or biogenesis	5
Crb3	cellular developmental process	4
Crb3	cellular localization	4
Crb3	cellular macromolecule localization	3
Crb3	cellular membrane organization	2
Crb3	cellular process	5
Crb3	cellular protein localization	2
Crb3	developmental process	7
Crb3	epithelial cell differentiation	2
Crb3	epithelium development	4
Crb3	establishment of apical/basal cell polarity	1
Crb3	establishment of cell polarity	3
Crb3	establishment of epithelial cell apical/basal polarity	0
Crb3	establishment of epithelial cell polarity	1
Crb3	establishment of monopolar cell polarity	2
Crb3	establishment or maintenance of apical/basal cell polarity	2
Crb3	establishment or maintenance of bipolar cell polarity	3
Crb3	establishment or maintenance of cell polarity	4
Crb3	establishment or maintenance of epithelial cell apical/basal polarity	1
Crb3	establishment or maintenance of monopolar cell polarity	3
Crb3	localization	5
Crb3	macromolecule localization	4
Crb3	membrane organization	3
Crb3	morphogenesis of a polarized epithelium	2
Crb3	morphogenesis of an epithelium	3
Crb3	plasma membrane organization	1
Crb3	polarized epithelial cell differentiation	1
Crb3	protein localization	3
Crb3	protein localization in membrane	1
Crb3	protein localization in plasma membrane	0
Crb3	tissue development	5
Crb3	tissue morphogenesis	4
Plcl1	behavior	0
Plcl1	biological regulation	4
Plcl1	biological_process	5
Plcl1	cell communication	2
Plcl1	cellular process	3
Plcl1	cellular response to stimulus	2
Plcl1	intracellular signal transduction	0
Plcl1	lipid metabolic process	0
Plcl1	metabolic process	2
Plcl1	primary metabolic process	1
Plcl1	regulation of biological process	3
Plcl1	regulation of cellular process	2
Plcl1	response to stimulus	3
Plcl1	signal transduction	1
Plcl1	signaling	2
Acta2	biological regulation	6
Acta2	biological_process	7
Acta2	blood circulation	3
Acta2	circulatory system process	4
Acta2	multicellular organismal process	6
Acta2	muscle contraction	2
Acta2	muscle system process	3
Acta2	regulation of anatomical structure size	4
Acta2	regulation of biological quality	5
