GeneName	GOTerm	TermLevel
Cdkn2a	regulation of establishment of protein localization	3
Cdkn2a	regulation of gene expression	4
Cdkn2a	regulation of growth	2
Cdkn2a	regulation of hydrolase activity	6
Cdkn2a	regulation of immature T cell proliferation	2
Cdkn2a	regulation of immature T cell proliferation in thymus	1
Cdkn2a	regulation of immune system process	7
Cdkn2a	regulation of interphase of mitotic cell cycle	1
Cdkn2a	regulation of intracellular protein transport	1
Cdkn2a	regulation of intracellular transport	2
Cdkn2a	regulation of kinase activity	4
Cdkn2a	regulation of leukocyte activation	6
Cdkn2a	regulation of leukocyte apoptotic process	2
Cdkn2a	regulation of leukocyte proliferation	6
Cdkn2a	regulation of ligase activity	2
Cdkn2a	regulation of localization	5
Cdkn2a	regulation of lymphocyte activation	5
Cdkn2a	regulation of lymphocyte differentiation	4
Cdkn2a	regulation of lymphocyte proliferation	4
Cdkn2a	regulation of macromolecule biosynthetic process	5
Cdkn2a	regulation of macromolecule metabolic process	8
Cdkn2a	regulation of macrophage apoptotic process	1
Cdkn2a	regulation of mammary gland epithelial cell proliferation	1
Cdkn2a	regulation of metabolic process	9
Cdkn2a	regulation of mitotic cell cycle	2
Cdkn2a	regulation of molecular function	8
Cdkn2a	regulation of mononuclear cell proliferation	5
Cdkn2a	regulation of multicellular organismal development	5
Cdkn2a	regulation of multicellular organismal process	6
Cdkn2a	regulation of muscle cell apoptotic process	2
Cdkn2a	regulation of nitrogen compound metabolic process	7
Cdkn2a	regulation of nucleobase-containing compound metabolic process	6
Cdkn2a	regulation of nucleocytoplasmic transport	1
Cdkn2a	regulation of peptidase activity	5
Cdkn2a	regulation of phosphate metabolic process	6
Cdkn2a	regulation of phosphorus metabolic process	7
Cdkn2a	regulation of phosphorylation	5
Cdkn2a	regulation of primary metabolic process	8
Cdkn2a	regulation of programmed cell death	4
Cdkn2a	regulation of protein export from nucleus	0
Cdkn2a	regulation of protein kinase activity	3
Cdkn2a	regulation of protein localization	4
Cdkn2a	regulation of protein metabolic process	7
Cdkn2a	regulation of protein modification process	5
Cdkn2a	regulation of protein phosphorylation	4
Cdkn2a	regulation of protein serine/threonine kinase activity	2
Cdkn2a	regulation of protein stability	1
Cdkn2a	regulation of protein sumoylation	1
Cdkn2a	regulation of protein transport	2
Cdkn2a	regulation of protein ubiquitination	2
Cdkn2a	regulation of response to DNA damage stimulus	2
Cdkn2a	regulation of response to stimulus	5
Cdkn2a	regulation of response to stress	4
Cdkn2a	regulation of sequence-specific DNA binding transcription factor activity	2
Cdkn2a	regulation of signal transduction	2
Cdkn2a	regulation of signaling	3
Cdkn2a	regulation of smooth muscle cell apoptotic process	1
Cdkn2a	regulation of tissue remodeling	2
Cdkn2a	regulation of transcription from RNA polymerase II promoter	1
Cdkn2a	regulation of transcription, DNA-dependent	3
Cdkn2a	regulation of transferase activity	5
Cdkn2a	regulation of transport	3
Cdkn2a	regulation of ubiquitin-protein ligase activity	1
Cdkn2a	replicative senescence	0
Cdkn2a	response to chemical stimulus	2
Cdkn2a	response to drug	0
Cdkn2a	response to endogenous stimulus	1
Cdkn2a	response to organic cyclic compound	0
Cdkn2a	response to organic nitrogen	0
Cdkn2a	response to organic substance	1
Cdkn2a	response to stimulus	3
Cdkn2a	response to stress	2
Cdkn2a	ribonucleoprotein complex biogenesis	2
Cdkn2a	ribosome biogenesis	1
Cdkn2a	senescence-associated heterochromatin focus assembly	0
Cdkn2a	somatic stem cell division	0
Cdkn2a	somatic stem cell maintenance	0
Cdkn2a	stem cell development	2
Cdkn2a	stem cell differentiation	3
Cdkn2a	stem cell division	1
Cdkn2a	stem cell maintenance	1
Cdkn2a	system development	2
Cdkn2a	tissue development	1
Cdkn2a	transcription, DNA-dependent	1
Cd55	B cell mediated immunity	3
Cd55	activation of immune response	2
Cd55	adaptive immune response	5
Cd55	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	4
Cd55	biological regulation	10
Cd55	biological_process	11
Cd55	calcium ion homeostasis	3
Cd55	cation homeostasis	5
Cd55	cellular calcium ion homeostasis	2
Cd55	cellular cation homeostasis	4
Cd55	cellular chemical homeostasis	6
Cd55	cellular divalent inorganic cation homeostasis	3
Cd55	cellular homeostasis	7
Cd55	cellular ion homeostasis	5
Cd55	cellular metal ion homeostasis	3
Cd55	cellular process	8
Cd55	chemical homeostasis	7
Cd55	complement activation	1
Cd55	complement activation, classical pathway	0
Cd55	cytosolic calcium ion homeostasis	1
Cd55	defense response	1
Cd55	divalent inorganic cation homeostasis	4
Cd55	elevation of cytosolic calcium ion concentration	0
Cd55	homeostatic process	8
Cd55	humoral immune response	2
Cd55	humoral immune response mediated by circulating immunoglobulin	1
Cd55	immune effector process	6
Cd55	immune response	6
Cd55	immune system process	7
Cd55	immunoglobulin mediated immune response	2
Cd55	innate immune response	0
Cd55	ion homeostasis	6
Cd55	leukocyte mediated immunity	5
Cd55	lymphocyte mediated immunity	4
Cd55	macromolecule metabolic process	4
Cd55	metabolic process	5
Cd55	metal ion homeostasis	4
Cd55	negative regulation of biological process	5
Cd55	negative regulation of catalytic activity	0
Cd55	negative regulation of complement activation	0
Cd55	negative regulation of humoral immune response	1
Cd55	negative regulation of immune effector process	1
Cd55	negative regulation of immune response	2
Cd55	negative regulation of immune system process	3
Cd55	negative regulation of macromolecule metabolic process	3
Cd55	negative regulation of metabolic process	4
Cd55	negative regulation of molecular function	1
Cd55	negative regulation of protein activation cascade	1
Cd55	negative regulation of protein metabolic process	2
Cd55	negative regulation of protein processing	1
Cd55	negative regulation of response to stimulus	3
Cd55	positive regulation of biological process	5
Cd55	positive regulation of immune response	3
Cd55	positive regulation of immune system process	4
Cd55	positive regulation of response to stimulus	4
Cd55	primary metabolic process	4
Cd55	protein activation cascade	2
Cd55	protein metabolic process	3
Cd55	regulation of acute inflammatory response	2
Cd55	regulation of biological process	7
Cd55	regulation of biological quality	9
Cd55	regulation of catalytic activity	1
Cd55	regulation of complement activation	1
Cd55	regulation of defense response	4
Cd55	regulation of gene expression	3
Cd55	regulation of humoral immune response	2
Cd55	regulation of immune effector process	2
Cd55	regulation of immune response	4
Cd55	regulation of immune system process	5
Cd55	regulation of inflammatory response	3
Cd55	regulation of macromolecule metabolic process	4
Cd55	regulation of metabolic process	5
Cd55	regulation of molecular function	2
Cd55	regulation of primary metabolic process	4
Cd55	regulation of protein activation cascade	2
Cd55	regulation of protein metabolic process	3
Cd55	regulation of protein processing	2
Cd55	regulation of response to external stimulus	4
Cd55	regulation of response to stimulus	6
Cd55	regulation of response to stress	5
Cd55	response to stimulus	7
Cd55	response to stress	2
Serpina3n	biological regulation	7
Serpina3n	biological_process	8
Serpina3n	negative regulation of catalytic activity	3
Serpina3n	negative regulation of endopeptidase activity	0
Serpina3n	negative regulation of hydrolase activity	2
Serpina3n	negative regulation of molecular function	4
Serpina3n	negative regulation of peptidase activity	1
Serpina3n	regulation of biological process	6
Serpina3n	regulation of catalytic activity	4
Serpina3n	regulation of endopeptidase activity	1
Serpina3n	regulation of hydrolase activity	3
Serpina3n	regulation of macromolecule metabolic process	2
Serpina3n	regulation of metabolic process	5
Serpina3n	regulation of molecular function	5
Serpina3n	regulation of peptidase activity	2
Serpina3n	regulation of primary metabolic process	2
Serpina3n	regulation of protein metabolic process	1
Serpina3n	regulation of proteolysis	0
Serpina3n	response to chemical stimulus	3
Serpina3n	response to cytokine stimulus	0
Serpina3n	response to endogenous stimulus	2
Serpina3n	response to hormone stimulus	1
Serpina3n	response to organic substance	2
Serpina3n	response to peptide hormone stimulus	0
Serpina3n	response to stimulus	4
Pcolce	biological regulation	6
Pcolce	biological_process	7
Pcolce	macromolecule metabolic process	2
Pcolce	metabolic process	3
Pcolce	positive regulation of catalytic activity	2
Pcolce	positive regulation of hydrolase activity	1
Pcolce	positive regulation of molecular function	3
Pcolce	positive regulation of peptidase activity	0
Pcolce	primary metabolic process	2
Pcolce	protein metabolic process	1
Pcolce	proteolysis	0
Pcolce	regulation of biological process	5
Pcolce	regulation of catalytic activity	3
Pcolce	regulation of hydrolase activity	2
Pcolce	regulation of metabolic process	4
Pcolce	regulation of molecular function	4
Pcolce	regulation of peptidase activity	1
Rpl10	biological_process	5
Rpl10	biosynthetic process	3
Rpl10	cellular biosynthetic process	2
Rpl10	cellular macromolecule biosynthetic process	1
Rpl10	cellular macromolecule metabolic process	2
Rpl10	cellular metabolic process	3
Rpl10	cellular process	4
Rpl10	cellular protein metabolic process	1
Rpl10	gene expression	1
Rpl10	macromolecule biosynthetic process	2
Rpl10	macromolecule metabolic process	3
Rpl10	metabolic process	4
Rpl10	primary metabolic process	3
Rpl10	protein metabolic process	2
Rpl10	translation	0
Tars	RNA metabolic process	5
Tars	amino acid activation	3
Tars	biological_process	11
Tars	biosynthetic process	5
Tars	carboxylic acid metabolic process	5
Tars	cellular amino acid metabolic process	4
Tars	cellular biosynthetic process	4
Tars	cellular ketone metabolic process	7
Tars	cellular macromolecule biosynthetic process	3
Tars	cellular macromolecule metabolic process	6
Tars	cellular metabolic process	9
Tars	cellular nitrogen compound metabolic process	8
Tars	cellular process	10
Tars	cellular protein metabolic process	3
Tars	gene expression	3
Tars	macromolecule biosynthetic process	4
Tars	macromolecule metabolic process	7
Tars	metabolic process	10
Tars	ncRNA metabolic process	4
Tars	nitrogen compound metabolic process	9
Tars	nucleic acid metabolic process	6
Tars	nucleobase-containing compound metabolic process	7
Tars	organic acid metabolic process	7
Tars	oxoacid metabolic process	6
Tars	primary metabolic process	8
Tars	protein metabolic process	4
Tars	small molecule metabolic process	8
Tars	tRNA aminoacylation	2
Tars	tRNA aminoacylation for protein translation	1
Tars	tRNA metabolic process	3
Tars	threonyl-tRNA aminoacylation	0
Tars	translation	2
Dock9	biological regulation	3
Dock9	biological_process	4
Dock9	regulation of biological process	2
Dock9	regulation of catalytic activity	0
Dock9	regulation of metabolic process	1
Dock9	regulation of molecular function	1
Eif3b	biological regulation	7
Eif3b	biological_process	8
Eif3b	biosynthetic process	4
Eif3b	cellular biosynthetic process	3
Eif3b	cellular macromolecule biosynthetic process	2
Eif3b	cellular macromolecule metabolic process	3
Eif3b	cellular metabolic process	4
Eif3b	cellular process	5
Eif3b	cellular protein metabolic process	2
Eif3b	gene expression	2
Eif3b	macromolecule biosynthetic process	3
Eif3b	macromolecule metabolic process	4
Eif3b	metabolic process	5
Eif3b	posttranscriptional regulation of gene expression	2
Eif3b	primary metabolic process	4
Eif3b	protein metabolic process	3
Eif3b	regulation of biological process	6
Eif3b	regulation of biosynthetic process	4
Eif3b	regulation of cellular biosynthetic process	3
Eif3b	regulation of cellular macromolecule biosynthetic process	2
Eif3b	regulation of cellular metabolic process	4
Eif3b	regulation of cellular process	5
Eif3b	regulation of cellular protein metabolic process	2
Eif3b	regulation of gene expression	3
Eif3b	regulation of macromolecule biosynthetic process	3
Eif3b	regulation of macromolecule metabolic process	4
Eif3b	regulation of metabolic process	5
Eif3b	regulation of primary metabolic process	4
Eif3b	regulation of protein metabolic process	3
Eif3b	regulation of translation	1
Eif3b	regulation of translational initiation	0
Eif3b	translation	1
Eif3b	translational initiation	0
Pdcd4	aging	1
Pdcd4	apoptotic process	0
Pdcd4	biological regulation	8
Pdcd4	biological_process	9
Pdcd4	cell aging	0
Pdcd4	cell death	2
Pdcd4	cellular process	3
Pdcd4	death	3
Pdcd4	developmental process	2
Pdcd4	negative regulation of RNA metabolic process	1
Pdcd4	negative regulation of biological process	5
Pdcd4	negative regulation of biosynthetic process	3
Pdcd4	negative regulation of cellular biosynthetic process	2
Pdcd4	negative regulation of cellular macromolecule biosynthetic process	1
Pdcd4	negative regulation of cellular metabolic process	3
Pdcd4	negative regulation of cellular process	4
Pdcd4	negative regulation of gene expression	1
Pdcd4	negative regulation of macromolecule biosynthetic process	2
Pdcd4	negative regulation of macromolecule metabolic process	3
Pdcd4	negative regulation of metabolic process	4
Pdcd4	negative regulation of nitrogen compound metabolic process	3
Pdcd4	negative regulation of nucleobase-containing compound metabolic process	2
Pdcd4	negative regulation of transcription, DNA-dependent	0
Pdcd4	programmed cell death	1
Pdcd4	regulation of RNA biosynthetic process	2
Pdcd4	regulation of RNA metabolic process	3
Pdcd4	regulation of biological process	7
Pdcd4	regulation of biosynthetic process	4
Pdcd4	regulation of cellular biosynthetic process	3
Pdcd4	regulation of cellular macromolecule biosynthetic process	2
Pdcd4	regulation of cellular metabolic process	5
Pdcd4	regulation of cellular process	6
Pdcd4	regulation of gene expression	2
Pdcd4	regulation of macromolecule biosynthetic process	3
Pdcd4	regulation of macromolecule metabolic process	4
Pdcd4	regulation of metabolic process	6
Pdcd4	regulation of nitrogen compound metabolic process	5
Pdcd4	regulation of nucleobase-containing compound metabolic process	4
Pdcd4	regulation of primary metabolic process	5
Pdcd4	regulation of transcription, DNA-dependent	1
Gpm6b	biological regulation	9
Gpm6b	biological_process	10
Gpm6b	cellular component assembly	2
Gpm6b	cellular component assembly at cellular level	1
Gpm6b	cellular component biogenesis	3
Gpm6b	cellular component organization	4
Gpm6b	cellular component organization at cellular level	3
Gpm6b	cellular component organization or biogenesis	5
Gpm6b	cellular component organization or biogenesis at cellular level	4
Gpm6b	cellular process	5
Gpm6b	establishment of localization	2
Gpm6b	establishment of protein localization	1
Gpm6b	extracellular matrix assembly	0
Gpm6b	extracellular matrix organization	1
Gpm6b	extracellular structure organization	2
Gpm6b	localization	4
Gpm6b	macromolecule localization	3
Gpm6b	multicellular organismal process	1
Gpm6b	negative regulation of amine transport	1
Gpm6b	negative regulation of biological process	4
Gpm6b	negative regulation of cellular process	1
Gpm6b	negative regulation of neurotransmitter transport	2
Gpm6b	negative regulation of neurotransmitter uptake	1
Gpm6b	negative regulation of protein localization at cell surface	0
Gpm6b	negative regulation of serotonin uptake	0
Gpm6b	negative regulation of transport	3
Gpm6b	ossification	0
Gpm6b	positive regulation of biological process	3
Gpm6b	positive regulation of biomineral tissue development	1
Gpm6b	positive regulation of bone mineralization	0
Gpm6b	positive regulation of developmental process	2
Gpm6b	positive regulation of multicellular organismal process	2
Gpm6b	positive regulation of ossification	1
Gpm6b	protein localization	2
Gpm6b	protein transport	0
Gpm6b	regulation of actin cytoskeleton organization	0
Gpm6b	regulation of actin filament-based process	1
Gpm6b	regulation of amine transport	2
Gpm6b	regulation of biological process	8
Gpm6b	regulation of biomineral tissue development	2
Gpm6b	regulation of bone mineralization	1
Gpm6b	regulation of cell adhesion	3
Gpm6b	regulation of cell communication	5
Gpm6b	regulation of cell-matrix adhesion	1
Gpm6b	regulation of cell-substrate adhesion	2
Gpm6b	regulation of cell-substrate junction assembly	1
Gpm6b	regulation of cellular component biogenesis	2
Gpm6b	regulation of cellular component organization	3
Gpm6b	regulation of cellular localization	2
Gpm6b	regulation of cellular process	6
Gpm6b	regulation of cytoskeleton organization	1
Gpm6b	regulation of developmental process	4
Gpm6b	regulation of focal adhesion assembly	0
Gpm6b	regulation of localization	5
Gpm6b	regulation of multicellular organismal development	3
Gpm6b	regulation of multicellular organismal process	7
Gpm6b	regulation of neurological system process	5
Gpm6b	regulation of neurotransmitter transport	3
Gpm6b	regulation of neurotransmitter uptake	2
Gpm6b	regulation of organelle organization	2
Gpm6b	regulation of ossification	2
Gpm6b	regulation of protein localization	2
Gpm6b	regulation of protein localization at cell surface	1
Gpm6b	regulation of serotonin uptake	1
Gpm6b	regulation of signaling	5
Gpm6b	regulation of synaptic transmission	3
Gpm6b	regulation of system process	6
Gpm6b	regulation of transmission of nerve impulse	4
Gpm6b	regulation of transport	4
Gpm6b	transport	1
Ebp	alcohol metabolic process	3
Ebp	anatomical structure development	4
Ebp	biological_process	7
Ebp	biosynthetic process	4
Ebp	cholesterol biosynthetic process	0
Ebp	cholesterol metabolic process	1
Ebp	developmental process	5
Ebp	hemopoiesis	0
Ebp	hemopoietic or lymphoid organ development	1
Ebp	immune system development	2
Ebp	immune system process	3
Ebp	lipid biosynthetic process	3
Ebp	lipid metabolic process	4
Ebp	metabolic process	6
Ebp	multicellular organismal development	4
Ebp	multicellular organismal process	5
Ebp	organ development	2
Ebp	primary metabolic process	5
Ebp	small molecule metabolic process	4
Ebp	steroid biosynthetic process	2
Ebp	steroid metabolic process	3
Ebp	sterol biosynthetic process	1
Ebp	sterol metabolic process	2
Ebp	system development	3
Zfp36l1	RNA catabolic process	3
Zfp36l1	RNA metabolic process	4
Zfp36l1	T cell activation	2
Zfp36l1	T cell differentiation	1
Zfp36l1	T cell differentiation in thymus	0
Zfp36l1	anatomical structure development	8
Zfp36l1	anatomical structure morphogenesis	2
Zfp36l1	biological regulation	7
Zfp36l1	biological_process	10
Zfp36l1	blood vessel development	2
Zfp36l1	blood vessel morphogenesis	1
Zfp36l1	cardiovascular system development	4
Zfp36l1	catabolic process	6
Zfp36l1	cell activation	5
Zfp36l1	cell differentiation	4
Zfp36l1	cellular catabolic process	5
Zfp36l1	cellular developmental process	5
Zfp36l1	cellular macromolecule catabolic process	4
Zfp36l1	cellular macromolecule metabolic process	5
Zfp36l1	cellular metabolic process	8
Zfp36l1	cellular nitrogen compound metabolic process	7
Zfp36l1	cellular process	9
Zfp36l1	circulatory system development	5
Zfp36l1	developmental process	9
Zfp36l1	hemopoiesis	4
Zfp36l1	hemopoietic or lymphoid organ development	5
Zfp36l1	immune system development	6
Zfp36l1	immune system process	7
Zfp36l1	leukocyte activation	4
Zfp36l1	leukocyte differentiation	3
Zfp36l1	lymphocyte activation	3
Zfp36l1	lymphocyte differentiation	2
Zfp36l1	mRNA catabolic process	2
Zfp36l1	mRNA metabolic process	3
Zfp36l1	macromolecule catabolic process	5
Zfp36l1	macromolecule metabolic process	6
Zfp36l1	metabolic process	9
Zfp36l1	multicellular organismal development	8
Zfp36l1	multicellular organismal process	9
Zfp36l1	nitrogen compound metabolic process	8
Zfp36l1	nuclear-transcribed mRNA catabolic process	1
Zfp36l1	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	0
Zfp36l1	nucleic acid metabolic process	5
Zfp36l1	nucleobase-containing compound metabolic process	6
Zfp36l1	organ development	6
Zfp36l1	posttranscriptional regulation of gene expression	2
Zfp36l1	primary metabolic process	7
Zfp36l1	regulation of RNA stability	1
Zfp36l1	regulation of biological process	6
Zfp36l1	regulation of biological quality	2
Zfp36l1	regulation of biosynthetic process	3
Zfp36l1	regulation of cellular biosynthetic process	2
Zfp36l1	regulation of cellular macromolecule biosynthetic process	1
Zfp36l1	regulation of cellular metabolic process	3
Zfp36l1	regulation of cellular process	4
Zfp36l1	regulation of cellular protein metabolic process	1
Zfp36l1	regulation of gene expression	3
Zfp36l1	regulation of mRNA stability	0
Zfp36l1	regulation of macromolecule biosynthetic process	2
Zfp36l1	regulation of macromolecule metabolic process	4
Zfp36l1	regulation of metabolic process	5
Zfp36l1	regulation of primary metabolic process	3
Zfp36l1	regulation of protein metabolic process	2
Zfp36l1	regulation of translation	0
Zfp36l1	system development	7
Zfp36l1	vasculature development	3
Zfp36l1	vasculogenesis	0
Laptm5	biological_process	3
Laptm5	establishment of localization	1
Laptm5	localization	2
Laptm5	transport	0
Slc20a1	anion transport	2
Slc20a1	biological regulation	7
Slc20a1	biological_process	8
Slc20a1	cation transport	2
Slc20a1	cell communication	1
Slc20a1	cellular process	2
Slc20a1	cellular response to stimulus	1
Slc20a1	establishment of localization	5
Slc20a1	inorganic anion transport	1
Slc20a1	ion transport	3
Slc20a1	localization	6
Slc20a1	metal ion transport	1
Slc20a1	monovalent inorganic cation transport	1
Slc20a1	phosphate ion transport	0
Slc20a1	positive regulation of I-kappaB kinase/NF-kappaB cascade	0
Slc20a1	positive regulation of biological process	5
Slc20a1	positive regulation of cell communication	3
Slc20a1	positive regulation of cellular process	4
Slc20a1	positive regulation of intracellular protein kinase cascade	1
Slc20a1	positive regulation of response to stimulus	3
Slc20a1	positive regulation of signal transduction	2
Slc20a1	positive regulation of signaling	3
Slc20a1	regulation of I-kappaB kinase/NF-kappaB cascade	1
Slc20a1	regulation of biological process	6
Slc20a1	regulation of cell communication	4
Slc20a1	regulation of cellular process	5
Slc20a1	regulation of intracellular protein kinase cascade	2
Slc20a1	regulation of response to stimulus	4
Slc20a1	regulation of signal transduction	3
Slc20a1	regulation of signaling	4
Slc20a1	response to stimulus	2
Slc20a1	signal transduction	0
Slc20a1	signaling	1
Slc20a1	sodium ion transport	0
Slc20a1	transport	4
Tuba1c	GTP catabolic process	0
Tuba1c	GTP metabolic process	1
Tuba1c	biological_process	12
Tuba1c	carbohydrate derivative catabolic process	5
Tuba1c	carbohydrate derivative metabolic process	6
Tuba1c	catabolic process	8
Tuba1c	cellular catabolic process	7
Tuba1c	cellular component assembly	4
Tuba1c	cellular component assembly at cellular level	3
Tuba1c	cellular component biogenesis	5
Tuba1c	cellular component movement	1
Tuba1c	cellular component organization	5
Tuba1c	cellular component organization at cellular level	4
Tuba1c	cellular component organization or biogenesis	6
Tuba1c	cellular component organization or biogenesis at cellular level	5
Tuba1c	cellular macromolecular complex assembly	2
Tuba1c	cellular macromolecular complex subunit organization	3
Tuba1c	cellular metabolic process	10
Tuba1c	cellular nitrogen compound catabolic process	6
Tuba1c	cellular nitrogen compound metabolic process	9
Tuba1c	cellular process	11
Tuba1c	cellular protein complex assembly	1
Tuba1c	guanosine-containing compound catabolic process	1
Tuba1c	guanosine-containing compound metabolic process	2
Tuba1c	heterocycle catabolic process	5
Tuba1c	heterocycle metabolic process	6
Tuba1c	macromolecular complex assembly	3
Tuba1c	macromolecular complex subunit organization	4
Tuba1c	metabolic process	11
Tuba1c	microtubule-based movement	0
Tuba1c	microtubule-based process	1
Tuba1c	nitrogen compound metabolic process	10
Tuba1c	nucleobase-containing compound catabolic process	5
Tuba1c	nucleobase-containing compound metabolic process	8
Tuba1c	nucleobase-containing small molecule metabolic process	7
Tuba1c	nucleoside catabolic process	4
Tuba1c	nucleoside metabolic process	5
Tuba1c	nucleoside phosphate metabolic process	6
Tuba1c	nucleoside triphosphate catabolic process	3
Tuba1c	nucleoside triphosphate metabolic process	4
Tuba1c	nucleotide catabolic process	4
Tuba1c	nucleotide metabolic process	5
Tuba1c	organic substance metabolic process	7
Tuba1c	primary metabolic process	9
Tuba1c	protein complex assembly	2
Tuba1c	protein complex biogenesis	3
Tuba1c	protein complex subunit organization	3
Tuba1c	protein polymerization	0
Tuba1c	purine nucleoside catabolic process	3
Tuba1c	purine nucleoside metabolic process	4
Tuba1c	purine nucleoside triphosphate catabolic process	2
Tuba1c	purine nucleoside triphosphate metabolic process	3
Tuba1c	purine nucleotide catabolic process	3
Tuba1c	purine nucleotide metabolic process	4
Tuba1c	purine ribonucleoside catabolic process	2
Tuba1c	purine ribonucleoside metabolic process	3
Tuba1c	purine ribonucleoside triphosphate catabolic process	1
Tuba1c	purine ribonucleoside triphosphate metabolic process	2
Tuba1c	purine ribonucleotide catabolic process	2
Tuba1c	purine ribonucleotide metabolic process	3
Tuba1c	purine-containing compound catabolic process	4
Tuba1c	purine-containing compound metabolic process	5
Tuba1c	ribonucleoside catabolic process	3
Tuba1c	ribonucleoside metabolic process	4
Tuba1c	ribonucleoside triphosphate catabolic process	2
Tuba1c	ribonucleoside triphosphate metabolic process	3
Tuba1c	ribonucleotide catabolic process	3
Tuba1c	ribonucleotide metabolic process	4
Tuba1c	small molecule metabolic process	8
Hn1	biological_process	0
Phlda1	FasL biosynthetic process	0
Phlda1	apoptotic process	0
Phlda1	biological regulation	7
Phlda1	biological_process	8
Phlda1	biosynthetic process	5
Phlda1	carbohydrate derivative biosynthetic process	2
Phlda1	carbohydrate derivative metabolic process	3
Phlda1	cell death	2
Phlda1	cellular biosynthetic process	4
Phlda1	cellular macromolecule biosynthetic process	3
Phlda1	cellular macromolecule metabolic process	4
Phlda1	cellular metabolic process	5
Phlda1	cellular process	6
Phlda1	cellular protein metabolic process	3
Phlda1	death	3
Phlda1	gene expression	3
Phlda1	glycoprotein biosynthetic process	1
Phlda1	glycoprotein metabolic process	2
Phlda1	induction of apoptosis	0
Phlda1	induction of programmed cell death	1
Phlda1	macromolecule biosynthetic process	4
Phlda1	macromolecule metabolic process	5
Phlda1	metabolic process	6
Phlda1	organic substance metabolic process	4
Phlda1	positive regulation of apoptotic process	1
Phlda1	positive regulation of biological process	5
Phlda1	positive regulation of cell death	3
Phlda1	positive regulation of cellular process	4
Phlda1	positive regulation of programmed cell death	2
Phlda1	primary metabolic process	5
Phlda1	programmed cell death	1
Phlda1	protein metabolic process	4
Phlda1	regulation of apoptotic process	2
Phlda1	regulation of biological process	6
Phlda1	regulation of cell death	4
Phlda1	regulation of cellular process	5
Phlda1	regulation of programmed cell death	3
Phlda1	translation	2
Chl1	adult behavior	1
Chl1	adult locomotory behavior	0
Chl1	anatomical structure development	10
Chl1	anatomical structure morphogenesis	6
Chl1	axon guidance	0
Chl1	axonogenesis	1
Chl1	behavior	2
Chl1	biological adhesion	3
Chl1	biological regulation	7
Chl1	biological_process	12
Chl1	cell adhesion	2
Chl1	cell development	5
Chl1	cell differentiation	8
Chl1	cell migration	1
Chl1	cell morphogenesis	4
Chl1	cell morphogenesis involved in differentiation	3
Chl1	cell morphogenesis involved in neuron differentiation	2
Chl1	cell motility	2
Chl1	cell part morphogenesis	4
Chl1	cell projection morphogenesis	3
Chl1	cell projection organization	4
Chl1	cell-cell adhesion	1
Chl1	cellular component morphogenesis	5
Chl1	cellular component movement	3
Chl1	cellular component organization	6
Chl1	cellular component organization at cellular level	5
Chl1	cellular component organization or biogenesis	7
Chl1	cellular component organization or biogenesis at cellular level	6
Chl1	cellular developmental process	9
Chl1	cellular process	10
Chl1	chemotaxis	1
Chl1	cognition	0
Chl1	developmental process	11
Chl1	generation of neurons	6
Chl1	homophilic cell adhesion	0
Chl1	localization	4
Chl1	localization of cell	3
Chl1	locomotion	3
Chl1	locomotory behavior	1
Chl1	multicellular organismal development	10
Chl1	multicellular organismal process	11
Chl1	negative regulation of apoptotic process	1
Chl1	negative regulation of biological process	5
Chl1	negative regulation of cell death	3
Chl1	negative regulation of cellular process	4
Chl1	negative regulation of neuron apoptotic process	0
Chl1	negative regulation of programmed cell death	2
Chl1	nervous system development	8
Chl1	neurogenesis	7
Chl1	neurological system process	1
Chl1	neuron development	4
Chl1	neuron differentiation	5
Chl1	neuron migration	0
Chl1	neuron projection development	3
Chl1	neuron projection morphogenesis	2
Chl1	regulation of apoptotic process	2
Chl1	regulation of biological process	6
Chl1	regulation of cell death	4
Chl1	regulation of cellular process	5
Chl1	regulation of neuron apoptotic process	1
Chl1	regulation of programmed cell death	3
Chl1	response to chemical stimulus	2
Chl1	response to external stimulus	3
Chl1	response to stimulus	4
Chl1	system development	9
Chl1	system process	2
Chl1	taxis	2
Rgs2	G-protein coupled receptor signaling pathway	0
Rgs2	biological regulation	11
Rgs2	biological_process	12
Rgs2	blood circulation	3
Rgs2	brown fat cell differentiation	0
Rgs2	cell communication	3
Rgs2	cell cycle	0
Rgs2	cell differentiation	2
Rgs2	cell surface receptor signaling pathway	1
Rgs2	cellular developmental process	3
Rgs2	cellular process	4
Rgs2	cellular response to stimulus	3
Rgs2	circulatory system process	4
Rgs2	developmental process	4
Rgs2	fat cell differentiation	1
Rgs2	multicellular organismal process	6
Rgs2	muscle system process	3
Rgs2	negative regulation of G-protein coupled receptor protein signaling pathway	1
Rgs2	negative regulation of MAP kinase activity	0
Rgs2	negative regulation of biological process	9
Rgs2	negative regulation of cardiac muscle hypertrophy	0
Rgs2	negative regulation of catalytic activity	5
Rgs2	negative regulation of cell communication	3
Rgs2	negative regulation of cellular metabolic process	7
Rgs2	negative regulation of cellular process	8
Rgs2	negative regulation of cellular protein metabolic process	5
Rgs2	negative regulation of hydrolase activity	2
Rgs2	negative regulation of kinase activity	3
Rgs2	negative regulation of lipase activity	1
